Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807901 Madrid distrito 01;2807901119 Madrid sección 01119;Renta bruta media por persona;2022;19.935
28079 Madrid;2807901 Madrid distrito 01;2807901119 Madrid sección 01119;Renta bruta media por hogar;2022;40.564
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Renta neta media por persona;2022;19.357
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Renta neta media por hogar;2022;37.785
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Media de la renta por unidad de consumo;2022;26.768
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Renta bruta media por persona;2022;25.299
28079 Madrid;2807901 Madrid distrito 01;2807901120 Madrid sección 01120;Renta bruta media por hogar;2022;49.384
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Renta neta media por persona;2022;18.356
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Renta neta media por hogar;2022;37.801
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Media de la renta por unidad de consumo;2022;25.931
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Renta bruta media por persona;2022;24.159
28079 Madrid;2807901 Madrid distrito 01;2807901121 Madrid sección 01121;Renta bruta media por hogar;2022;49.753
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Renta neta media por persona;2022;21.810
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Renta neta media por hogar;2022;45.246
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Media de la renta por unidad de consumo;2022;30.083
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Renta bruta media por persona;2022;27.861
28079 Madrid;2807901 Madrid distrito 01;2807901123 Madrid sección 01123;Renta bruta media por hogar;2022;57.798
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Renta neta media por persona;2022;21.271
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Renta neta media por hogar;2022;47.491
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Media de la renta por unidad de consumo;2022;30.337
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Renta bruta media por persona;2022;28.196
28079 Madrid;2807901 Madrid distrito 01;2807901124 Madrid sección 01124;Renta bruta media por hogar;2022;62.951
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Renta neta media por persona;2022;21.479
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Renta neta media por hogar;2022;42.210
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Media de la renta por unidad de consumo;2022;29.079
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Mediana de la renta por unidad de consumo;2022;24.850
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Renta bruta media por persona;2022;27.661
28079 Madrid;2807902 Madrid distrito 02;2807902001 Madrid sección 02001;Renta bruta media por hogar;2022;54.359
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Renta neta media por persona;2022;19.810
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Renta neta media por hogar;2022;38.745
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Media de la renta por unidad de consumo;2022;26.659
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Renta bruta media por persona;2022;24.868
28079 Madrid;2807902 Madrid distrito 02;2807902002 Madrid sección 02002;Renta bruta media por hogar;2022;48.636
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Renta neta media por persona;2022;21.400
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Renta neta media por hogar;2022;50.831
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Media de la renta por unidad de consumo;2022;30.858
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Mediana de la renta por unidad de consumo;2022;29.050
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Renta bruta media por persona;2022;27.222
28079 Madrid;2807902 Madrid distrito 02;2807902003 Madrid sección 02003;Renta bruta media por hogar;2022;64.659
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Renta neta media por persona;2022;20.612
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Renta neta media por hogar;2022;51.661
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Media de la renta por unidad de consumo;2022;30.766
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Mediana de la renta por unidad de consumo;2022;29.750
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Renta bruta media por persona;2022;26.215
28079 Madrid;2807902 Madrid distrito 02;2807902004 Madrid sección 02004;Renta bruta media por hogar;2022;65.704
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Renta neta media por persona;2022;20.250
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Renta neta media por hogar;2022;46.680
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Media de la renta por unidad de consumo;2022;28.983
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Mediana de la renta por unidad de consumo;2022;27.650
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Renta bruta media por persona;2022;25.334
28079 Madrid;2807902 Madrid distrito 02;2807902005 Madrid sección 02005;Renta bruta media por hogar;2022;58.402
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Renta neta media por persona;2022;21.628
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Renta neta media por hogar;2022;50.345
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Media de la renta por unidad de consumo;2022;31.095
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Mediana de la renta por unidad de consumo;2022;29.050
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Renta bruta media por persona;2022;27.309
28079 Madrid;2807902 Madrid distrito 02;2807902006 Madrid sección 02006;Renta bruta media por hogar;2022;63.570
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Renta neta media por persona;2022;21.194
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Renta neta media por hogar;2022;56.796
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Media de la renta por unidad de consumo;2022;31.953
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Mediana de la renta por unidad de consumo;2022;29.050
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Renta bruta media por persona;2022;26.885
28079 Madrid;2807902 Madrid distrito 02;2807902007 Madrid sección 02007;Renta bruta media por hogar;2022;72.049
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Renta neta media por persona;2022;19.390
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Renta neta media por hogar;2022;40.914
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Media de la renta por unidad de consumo;2022;27.337
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Renta bruta media por persona;2022;24.397
28079 Madrid;2807902 Madrid distrito 02;2807902008 Madrid sección 02008;Renta bruta media por hogar;2022;51.479
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Renta neta media por persona;2022;27.145
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Renta neta media por hogar;2022;61.307
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Media de la renta por unidad de consumo;2022;39.396
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Mediana de la renta por unidad de consumo;2022;33.950
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Renta bruta media por persona;2022;35.990
28079 Madrid;2807902 Madrid distrito 02;2807902009 Madrid sección 02009;Renta bruta media por hogar;2022;81.286
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Renta neta media por persona;2022;20.141
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Renta neta media por hogar;2022;48.083
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Media de la renta por unidad de consumo;2022;29.272
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Mediana de la renta por unidad de consumo;2022;26.950
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Renta bruta media por persona;2022;25.161
28079 Madrid;2807902 Madrid distrito 02;2807902010 Madrid sección 02010;Renta bruta media por hogar;2022;60.069
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Renta neta media por persona;2022;22.100
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Renta neta media por hogar;2022;55.656
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Media de la renta por unidad de consumo;2022;33.504
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Mediana de la renta por unidad de consumo;2022;31.850
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Renta bruta media por persona;2022;28.389
28079 Madrid;2807902 Madrid distrito 02;2807902011 Madrid sección 02011;Renta bruta media por hogar;2022;71.493
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Renta neta media por persona;2022;23.124
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Renta neta media por hogar;2022;49.344
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Media de la renta por unidad de consumo;2022;32.732
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Mediana de la renta por unidad de consumo;2022;29.050
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Renta bruta media por persona;2022;29.239
28079 Madrid;2807902 Madrid distrito 02;2807902013 Madrid sección 02013;Renta bruta media por hogar;2022;62.391
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Renta neta media por persona;2022;20.067
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Renta neta media por hogar;2022;43.006
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Media de la renta por unidad de consumo;2022;27.937
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Mediana de la renta por unidad de consumo;2022;24.850
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Renta bruta media por persona;2022;25.295
28079 Madrid;2807902 Madrid distrito 02;2807902014 Madrid sección 02014;Renta bruta media por hogar;2022;54.211
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Renta neta media por persona;2022;20.141
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Renta neta media por hogar;2022;49.087
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Media de la renta por unidad de consumo;2022;29.597
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Mediana de la renta por unidad de consumo;2022;27.650
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Renta bruta media por persona;2022;25.317
28079 Madrid;2807902 Madrid distrito 02;2807902015 Madrid sección 02015;Renta bruta media por hogar;2022;61.703
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Renta neta media por persona;2022;24.926
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Renta neta media por hogar;2022;60.304
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Media de la renta por unidad de consumo;2022;36.931
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Mediana de la renta por unidad de consumo;2022;33.950
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Renta bruta media por persona;2022;32.372
28079 Madrid;2807902 Madrid distrito 02;2807902016 Madrid sección 02016;Renta bruta media por hogar;2022;78.317
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Renta neta media por persona;2022;22.686
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Renta neta media por hogar;2022;57.586
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Media de la renta por unidad de consumo;2022;33.515
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Mediana de la renta por unidad de consumo;2022;32.550
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Renta bruta media por persona;2022;28.712
28079 Madrid;2807902 Madrid distrito 02;2807902017 Madrid sección 02017;Renta bruta media por hogar;2022;72.881
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Renta neta media por persona;2022;25.721
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Renta neta media por hogar;2022;61.763
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Media de la renta por unidad de consumo;2022;37.717
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Mediana de la renta por unidad de consumo;2022;35.350
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Renta bruta media por persona;2022;33.205
28079 Madrid;2807902 Madrid distrito 02;2807902018 Madrid sección 02018;Renta bruta media por hogar;2022;79.733
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Renta neta media por persona;2022;27.187
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Renta neta media por hogar;2022;61.585
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Media de la renta por unidad de consumo;2022;38.532
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Mediana de la renta por unidad de consumo;2022;34.650
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Renta bruta media por persona;2022;34.923
28079 Madrid;2807902 Madrid distrito 02;2807902019 Madrid sección 02019;Renta bruta media por hogar;2022;79.109
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Renta neta media por persona;2022;23.617
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Renta neta media por hogar;2022;52.834
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Media de la renta por unidad de consumo;2022;33.880
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Mediana de la renta por unidad de consumo;2022;31.850
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Renta bruta media por persona;2022;30.239
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Renta bruta media por hogar;2022;67.647
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Renta neta media por persona;2022;19.741
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Renta neta media por hogar;2022;40.520
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Media de la renta por unidad de consumo;2022;27.110
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Renta bruta media por persona;2022;24.738
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Renta bruta media por hogar;2022;50.778
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Renta neta media por persona;2022;17.104
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Renta neta media por hogar;2022;35.276
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Media de la renta por unidad de consumo;2022;23.561
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Mediana de la renta por unidad de consumo;2022;19.950
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Renta bruta media por persona;2022;21.150
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Renta bruta media por hogar;2022;43.623
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Renta neta media por persona;2022;19.064
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Renta neta media por hogar;2022;40.125
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Media de la renta por unidad de consumo;2022;26.685
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Renta bruta media por persona;2022;23.433
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Renta bruta media por hogar;2022;49.320
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Renta neta media por persona;2022;21.167
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Renta neta media por hogar;2022;43.432
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Media de la renta por unidad de consumo;2022;29.613
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Mediana de la renta por unidad de consumo;2022;27.650
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Renta bruta media por persona;2022;26.770
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Renta bruta media por hogar;2022;54.929
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Renta neta media por persona;2022;17.671
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Renta neta media por hogar;2022;41.373
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Media de la renta por unidad de consumo;2022;25.498
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Renta bruta media por persona;2022;21.817
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Renta bruta media por hogar;2022;51.080
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Renta neta media por persona;2022;20.607
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Renta neta media por hogar;2022;41.439
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Media de la renta por unidad de consumo;2022;28.387
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Mediana de la renta por unidad de consumo;2022;26.950
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Renta bruta media por persona;2022;25.862
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Renta bruta media por hogar;2022;52.005
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Renta neta media por persona;2022;20.480
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Renta neta media por hogar;2022;46.344
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Media de la renta por unidad de consumo;2022;29.440
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Mediana de la renta por unidad de consumo;2022;27.650
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Renta bruta media por persona;2022;25.357
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Renta bruta media por hogar;2022;57.381
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Renta neta media por persona;2022;15.208
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Renta neta media por hogar;2022;28.423
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Media de la renta por unidad de consumo;2022;19.995
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Mediana de la renta por unidad de consumo;2022;18.550
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Renta bruta media por persona;2022;18.271
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Renta bruta media por hogar;2022;34.146
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Renta neta media por persona;2022;14.315
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Renta neta media por hogar;2022;29.867
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Media de la renta por unidad de consumo;2022;19.349
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Mediana de la renta por unidad de consumo;2022;17.150
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Renta bruta media por persona;2022;17.237
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Renta bruta media por hogar;2022;35.964
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Renta neta media por persona;2022;20.400
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Renta neta media por hogar;2022;44.616
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Media de la renta por unidad de consumo;2022;28.900
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Renta bruta media por persona;2022;25.621
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Renta bruta media por hogar;2022;56.034
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Renta neta media por persona;2022;22.689
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Renta neta media por hogar;2022;54.166
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Media de la renta por unidad de consumo;2022;33.104
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Mediana de la renta por unidad de consumo;2022;30.450
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Renta bruta media por persona;2022;28.564
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Renta bruta media por hogar;2022;68.190
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Renta neta media por persona;2022;21.195
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Renta neta media por hogar;2022;47.572
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Media de la renta por unidad de consumo;2022;30.966
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Mediana de la renta por unidad de consumo;2022;28.350
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Renta bruta media por persona;2022;26.801
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Renta bruta media por hogar;2022;60.155
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Renta neta media por persona;2022;20.063
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Renta neta media por hogar;2022;45.260
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Media de la renta por unidad de consumo;2022;28.989
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Mediana de la renta por unidad de consumo;2022;26.950
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Renta bruta media por persona;2022;25.263
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Renta bruta media por hogar;2022;56.991
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Renta neta media por persona;2022;18.609
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Renta neta media por hogar;2022;44.519
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Media de la renta por unidad de consumo;2022;26.977
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Renta bruta media por persona;2022;23.138
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Renta bruta media por hogar;2022;55.355
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Renta neta media por persona;2022;17.344
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Renta neta media por hogar;2022;39.725
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Media de la renta por unidad de consumo;2022;24.999
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Mediana de la renta por unidad de consumo;2022;23.450
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Renta bruta media por persona;2022;21.256
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Renta bruta media por hogar;2022;48.687
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Renta neta media por persona;2022;19.247
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Renta neta media por hogar;2022;43.038
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Media de la renta por unidad de consumo;2022;27.447
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Mediana de la renta por unidad de consumo;2022;26.250
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Renta bruta media por persona;2022;23.838
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Renta bruta media por hogar;2022;53.305
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Renta neta media por persona;2022;21.081
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Renta neta media por hogar;2022;48.365
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Media de la renta por unidad de consumo;2022;30.624
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Mediana de la renta por unidad de consumo;2022;28.350
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Renta bruta media por persona;2022;27.093
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Renta bruta media por hogar;2022;62.158
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Renta neta media por persona;2022;17.875
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Renta neta media por hogar;2022;38.475
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Media de la renta por unidad de consumo;2022;25.090
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Mediana de la renta por unidad de consumo;2022;24.150
