Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Renta neta media por persona;2022;12.660
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Renta neta media por hogar;2022;34.704
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Media de la renta por unidad de consumo;2022;18.742
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Mediana de la renta por unidad de consumo;2022;17.150
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Renta bruta media por persona;2022;14.915
28079 Madrid;2807911 Madrid distrito 11;2807911025 Madrid sección 11025;Renta bruta media por hogar;2022;40.887
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Renta neta media por persona;2022;13.087
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Renta neta media por hogar;2022;32.828
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Media de la renta por unidad de consumo;2022;18.810
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Renta bruta media por persona;2022;15.795
28079 Madrid;2807911 Madrid distrito 11;2807911026 Madrid sección 11026;Renta bruta media por hogar;2022;39.618
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Renta neta media por persona;2022;15.621
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Renta neta media por hogar;2022;42.082
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Media de la renta por unidad de consumo;2022;23.223
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Renta bruta media por persona;2022;18.676
28079 Madrid;2807911 Madrid distrito 11;2807911028 Madrid sección 11028;Renta bruta media por hogar;2022;50.312
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Renta neta media por persona;2022;12.841
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Renta neta media por hogar;2022;32.578
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Media de la renta por unidad de consumo;2022;18.845
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Renta bruta media por persona;2022;15.219
28079 Madrid;2807911 Madrid distrito 11;2807911029 Madrid sección 11029;Renta bruta media por hogar;2022;38.612
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Renta neta media por persona;2022;11.866
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Renta neta media por hogar;2022;32.386
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Media de la renta por unidad de consumo;2022;17.394
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Renta bruta media por persona;2022;13.919
28079 Madrid;2807911 Madrid distrito 11;2807911030 Madrid sección 11030;Renta bruta media por hogar;2022;37.990
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Renta neta media por persona;2022;17.017
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Renta neta media por hogar;2022;37.732
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Media de la renta por unidad de consumo;2022;23.748
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Renta bruta media por persona;2022;20.383
28079 Madrid;2807911 Madrid distrito 11;2807911031 Madrid sección 11031;Renta bruta media por hogar;2022;45.196
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Renta neta media por persona;2022;11.172
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Renta neta media por hogar;2022;31.223
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Media de la renta por unidad de consumo;2022;16.364
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Renta bruta media por persona;2022;13.056
28079 Madrid;2807911 Madrid distrito 11;2807911032 Madrid sección 11032;Renta bruta media por hogar;2022;36.487
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Renta neta media por persona;2022;10.232
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Renta neta media por hogar;2022;31.134
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Media de la renta por unidad de consumo;2022;15.433
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Mediana de la renta por unidad de consumo;2022;12.950
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Renta bruta media por persona;2022;11.931
28079 Madrid;2807911 Madrid distrito 11;2807911033 Madrid sección 11033;Renta bruta media por hogar;2022;36.304
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Renta neta media por persona;2022;12.020
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Renta neta media por hogar;2022;31.867
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Media de la renta por unidad de consumo;2022;16.992
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Mediana de la renta por unidad de consumo;2022;12.950
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Renta bruta media por persona;2022;14.354
28079 Madrid;2807911 Madrid distrito 11;2807911034 Madrid sección 11034;Renta bruta media por hogar;2022;38.054
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Renta neta media por persona;2022;11.859
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Renta neta media por hogar;2022;33.905
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Media de la renta por unidad de consumo;2022;17.752
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Renta bruta media por persona;2022;14.030
28079 Madrid;2807911 Madrid distrito 11;2807911035 Madrid sección 11035;Renta bruta media por hogar;2022;40.113
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Renta neta media por persona;2022;12.003
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Renta neta media por hogar;2022;32.091
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Media de la renta por unidad de consumo;2022;17.769
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Renta bruta media por persona;2022;14.248
28079 Madrid;2807911 Madrid distrito 11;2807911036 Madrid sección 11036;Renta bruta media por hogar;2022;38.093
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Renta neta media por persona;2022;11.748
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Renta neta media por hogar;2022;29.836
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Media de la renta por unidad de consumo;2022;16.714
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Renta bruta media por persona;2022;13.826
28079 Madrid;2807911 Madrid distrito 11;2807911037 Madrid sección 11037;Renta bruta media por hogar;2022;35.115
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Renta neta media por persona;2022;11.476
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Renta neta media por hogar;2022;29.605
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Media de la renta por unidad de consumo;2022;16.241
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Renta bruta media por persona;2022;13.459
28079 Madrid;2807911 Madrid distrito 11;2807911038 Madrid sección 11038;Renta bruta media por hogar;2022;34.719
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Renta neta media por persona;2022;15.905
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Renta neta media por hogar;2022;36.598
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Media de la renta por unidad de consumo;2022;22.866
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Renta bruta media por persona;2022;19.720
28079 Madrid;2807911 Madrid distrito 11;2807911039 Madrid sección 11039;Renta bruta media por hogar;2022;45.375
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Renta neta media por persona;2022;10.784
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Renta neta media por hogar;2022;27.018
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Media de la renta por unidad de consumo;2022;15.460
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Mediana de la renta por unidad de consumo;2022;13.300
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Renta bruta media por persona;2022;12.497
28079 Madrid;2807911 Madrid distrito 11;2807911040 Madrid sección 11040;Renta bruta media por hogar;2022;31.309
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Renta neta media por persona;2022;10.521
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Renta neta media por hogar;2022;28.448
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Media de la renta por unidad de consumo;2022;15.348
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Renta bruta media por persona;2022;12.340
28079 Madrid;2807911 Madrid distrito 11;2807911041 Madrid sección 11041;Renta bruta media por hogar;2022;33.368
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Renta neta media por persona;2022;12.195
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Renta neta media por hogar;2022;30.158
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Media de la renta por unidad de consumo;2022;17.377
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Mediana de la renta por unidad de consumo;2022;15.750
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Renta bruta media por persona;2022;14.411
28079 Madrid;2807911 Madrid distrito 11;2807911042 Madrid sección 11042;Renta bruta media por hogar;2022;35.637
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Renta neta media por persona;2022;15.345
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Renta neta media por hogar;2022;35.772
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Media de la renta por unidad de consumo;2022;21.269
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Mediana de la renta por unidad de consumo;2022;17.850
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Renta bruta media por persona;2022;18.311
28079 Madrid;2807911 Madrid distrito 11;2807911043 Madrid sección 11043;Renta bruta media por hogar;2022;42.687
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Renta neta media por persona;2022;18.862
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Renta neta media por hogar;2022;46.212
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Media de la renta por unidad de consumo;2022;27.531
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Mediana de la renta por unidad de consumo;2022;25.550
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Renta bruta media por persona;2022;23.325
28079 Madrid;2807911 Madrid distrito 11;2807911044 Madrid sección 11044;Renta bruta media por hogar;2022;57.146
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Renta neta media por persona;2022;18.737
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Renta neta media por hogar;2022;40.759
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Media de la renta por unidad de consumo;2022;26.074
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Mediana de la renta por unidad de consumo;2022;24.150
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Renta bruta media por persona;2022;22.951
28079 Madrid;2807911 Madrid distrito 11;2807911045 Madrid sección 11045;Renta bruta media por hogar;2022;49.928
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Renta neta media por persona;2022;15.801
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Renta neta media por hogar;2022;32.020
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Media de la renta por unidad de consumo;2022;21.389
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Mediana de la renta por unidad de consumo;2022;19.250
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Renta bruta media por persona;2022;18.975
28079 Madrid;2807911 Madrid distrito 11;2807911046 Madrid sección 11046;Renta bruta media por hogar;2022;38.450
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Renta neta media por persona;2022;13.330
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Renta neta media por hogar;2022;31.258
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Media de la renta por unidad de consumo;2022;19.173
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Mediana de la renta por unidad de consumo;2022;16.450
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Renta bruta media por persona;2022;16.281
28079 Madrid;2807911 Madrid distrito 11;2807911047 Madrid sección 11047;Renta bruta media por hogar;2022;38.178
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Renta neta media por persona;2022;11.749
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Renta neta media por hogar;2022;31.400
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Media de la renta por unidad de consumo;2022;17.268
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Renta bruta media por persona;2022;13.763
28079 Madrid;2807911 Madrid distrito 11;2807911048 Madrid sección 11048;Renta bruta media por hogar;2022;36.782
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Renta neta media por persona;2022;17.067
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Renta neta media por hogar;2022;39.073
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Media de la renta por unidad de consumo;2022;24.321
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Renta bruta media por persona;2022;20.898
28079 Madrid;2807911 Madrid distrito 11;2807911049 Madrid sección 11049;Renta bruta media por hogar;2022;47.844
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Renta neta media por persona;2022;17.014
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Renta neta media por hogar;2022;39.632
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Media de la renta por unidad de consumo;2022;24.615
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Renta bruta media por persona;2022;20.856
28079 Madrid;2807911 Madrid distrito 11;2807911050 Madrid sección 11050;Renta bruta media por hogar;2022;48.582
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Renta neta media por persona;2022;17.967
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Renta neta media por hogar;2022;40.124
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Media de la renta por unidad de consumo;2022;25.228
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Mediana de la renta por unidad de consumo;2022;22.750
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Renta bruta media por persona;2022;22.146
28079 Madrid;2807911 Madrid distrito 11;2807911051 Madrid sección 11051;Renta bruta media por hogar;2022;49.458
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Renta neta media por persona;2022;9.735
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Renta neta media por hogar;2022;27.599
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Media de la renta por unidad de consumo;2022;14.761
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Mediana de la renta por unidad de consumo;2022;12.250
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Renta bruta media por persona;2022;11.209
28079 Madrid;2807911 Madrid distrito 11;2807911054 Madrid sección 11054;Renta bruta media por hogar;2022;31.778
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Renta neta media por persona;2022;11.108
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Renta neta media por hogar;2022;28.687
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Media de la renta por unidad de consumo;2022;16.034
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Renta bruta media por persona;2022;12.970
28079 Madrid;2807911 Madrid distrito 11;2807911055 Madrid sección 11055;Renta bruta media por hogar;2022;33.496
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Renta neta media por persona;2022;10.486
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Renta neta media por hogar;2022;28.922
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Media de la renta por unidad de consumo;2022;15.513
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Renta bruta media por persona;2022;12.107
28079 Madrid;2807911 Madrid distrito 11;2807911056 Madrid sección 11056;Renta bruta media por hogar;2022;33.391
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Renta neta media por persona;2022;10.934
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Renta neta media por hogar;2022;30.245
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Media de la renta por unidad de consumo;2022;16.077
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Renta bruta media por persona;2022;12.853
28079 Madrid;2807911 Madrid distrito 11;2807911057 Madrid sección 11057;Renta bruta media por hogar;2022;35.554
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Renta neta media por persona;2022;11.686
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Renta neta media por hogar;2022;29.176
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Media de la renta por unidad de consumo;2022;17.026
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Renta bruta media por persona;2022;13.655
28079 Madrid;2807911 Madrid distrito 11;2807911058 Madrid sección 11058;Renta bruta media por hogar;2022;34.092
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Renta neta media por persona;2022;11.219
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Renta neta media por hogar;2022;28.614
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Media de la renta por unidad de consumo;2022;16.296
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Mediana de la renta por unidad de consumo;2022;13.650
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Renta bruta media por persona;2022;13.047
28079 Madrid;2807911 Madrid distrito 11;2807911059 Madrid sección 11059;Renta bruta media por hogar;2022;33.275
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Renta neta media por persona;2022;15.910
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Renta neta media por hogar;2022;39.562
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Media de la renta por unidad de consumo;2022;23.428
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Mediana de la renta por unidad de consumo;2022;20.650
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Renta bruta media por persona;2022;19.597
28079 Madrid;2807911 Madrid distrito 11;2807911060 Madrid sección 11060;Renta bruta media por hogar;2022;48.732
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Renta neta media por persona;2022;12.260
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Renta neta media por hogar;2022;29.985
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Media de la renta por unidad de consumo;2022;17.434
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Renta bruta media por persona;2022;14.596
28079 Madrid;2807911 Madrid distrito 11;2807911061 Madrid sección 11061;Renta bruta media por hogar;2022;35.698
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Renta neta media por persona;2022;10.884
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Renta neta media por hogar;2022;27.843
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Media de la renta por unidad de consumo;2022;15.506
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Mediana de la renta por unidad de consumo;2022;12.950
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Renta bruta media por persona;2022;12.895
28079 Madrid;2807911 Madrid distrito 11;2807911062 Madrid sección 11062;Renta bruta media por hogar;2022;32.988
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Renta neta media por persona;2022;12.210
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Renta neta media por hogar;2022;31.338
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Media de la renta por unidad de consumo;2022;17.598
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Renta bruta media por persona;2022;14.338
28079 Madrid;2807911 Madrid distrito 11;2807911063 Madrid sección 11063;Renta bruta media por hogar;2022;36.800
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Renta neta media por persona;2022;17.153
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Renta neta media por hogar;2022;40.249
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Media de la renta por unidad de consumo;2022;24.567
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Mediana de la renta por unidad de consumo;2022;22.050
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Renta bruta media por persona;2022;21.083
28079 Madrid;2807911 Madrid distrito 11;2807911065 Madrid sección 11065;Renta bruta media por hogar;2022;49.469
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Renta neta media por persona;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Renta neta media por hogar;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Media de la renta por unidad de consumo;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Mediana de la renta por unidad de consumo;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Renta bruta media por persona;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911066 Madrid sección 11066;Renta bruta media por hogar;2022;""
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Renta neta media por persona;2022;16.334
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Renta neta media por hogar;2022;39.222
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Media de la renta por unidad de consumo;2022;23.786
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Mediana de la renta por unidad de consumo;2022;21.350
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Renta bruta media por persona;2022;20.229
28079 Madrid;2807911 Madrid distrito 11;2807911067 Madrid sección 11067;Renta bruta media por hogar;2022;48.575
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Renta neta media por persona;2022;10.870
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Renta neta media por hogar;2022;30.301
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Media de la renta por unidad de consumo;2022;15.990
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Mediana de la renta por unidad de consumo;2022;15.050
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Renta bruta media por persona;2022;12.502
28079 Madrid;2807911 Madrid distrito 11;2807911068 Madrid sección 11068;Renta bruta media por hogar;2022;34.851
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Renta neta media por persona;2022;10.558
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Renta neta media por hogar;2022;30.554
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Media de la renta por unidad de consumo;2022;15.675
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Mediana de la renta por unidad de consumo;2022;14.350
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Renta bruta media por persona;2022;12.141
28079 Madrid;2807911 Madrid distrito 11;2807911069 Madrid sección 11069;Renta bruta media por hogar;2022;35.135
